system:index,latitude,longitude,site_no,snow_depth,temperature_2m_max,total_precipitation_sum,.geo
19500522_0,76.111,102.531,taymyr_peninsula,0.5602620442708334,270.92686462402344,0.0010314354811384874,"{""type"":""MultiPoint"",""coordinates"":[]}"
19500523_0,76.111,102.531,taymyr_peninsula,0.5554606119791666,270.6399230957031,6.085634140617913E-6,"{""type"":""MultiPoint"",""coordinates"":[]}"
19500524_0,76.111,102.531,taymyr_peninsula,0.5496012369791666,268.7851104736328,2.125279157780824E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19500525_0,76.111,102.531,taymyr_peninsula,0.5485026041666666,268.9884033203125,8.012700350263913E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19500526_0,76.111,102.531,taymyr_peninsula,0.54638671875,267.6652069091797,0.001226276159286499,"{""type"":""MultiPoint"",""coordinates"":[]}"
19500527_0,76.111,102.531,taymyr_peninsula,0.553466796875,270.50201416015625,0.0026800841091585426,"{""type"":""MultiPoint"",""coordinates"":[]}"
19500528_0,76.111,102.531,taymyr_peninsula,0.555419921875,273.96998596191406,0.0017006367444878379,"{""type"":""MultiPoint"",""coordinates"":[]}"
19500529_0,76.111,102.531,taymyr_peninsula,0.548828125,272.2572784423828,1.7383040773211178E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19500530_0,76.111,102.531,taymyr_peninsula,0.5312093098958334,273.49908447265625,6.943792104721069E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19500531_0,76.111,102.531,taymyr_peninsula,0.5199381510416666,272.9356384277344,9.871542452728477E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19500601_0,76.111,102.531,taymyr_peninsula,0.5093180338541666,274.15863037109375,0.0033567726611067883,"{""type"":""MultiPoint"",""coordinates"":[]}"
19500602_0,76.111,102.531,taymyr_peninsula,0.5008951822916666,275.2104797363281,0.0012294292449901434,"{""type"":""MultiPoint"",""coordinates"":[]}"
19500603_0,76.111,102.531,taymyr_peninsula,0.4521891276041667,277.36582946777344,0.002959209680454933,"{""type"":""MultiPoint"",""coordinates"":[]}"
19500604_0,76.111,102.531,taymyr_peninsula,0.4151204427083333,274.83595275878906,0.0011972157133186556,"{""type"":""MultiPoint"",""coordinates"":[]}"
19500605_0,76.111,102.531,taymyr_peninsula,0.400390625,274.5974426269531,4.132807254677573E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19500606_0,76.111,102.531,taymyr_peninsula,0.3685302734375,275.50514221191406,0.0020651191472893515,"{""type"":""MultiPoint"",""coordinates"":[]}"
19500607_0,76.111,102.531,taymyr_peninsula,0.3505452473958333,273.6710205078125,2.6231531751363946E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19500608_0,76.111,102.531,taymyr_peninsula,0.3289388020833333,274.3126525878906,6.108457491222907E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
