"project","river","date","ID","parameter","flag","unit","value","depth"
"ArcticGRO II","Lena","2015-05-02","Kit 19","Na","AV","mg/L","52.8","0"
"ArcticGRO II","Lena","2015-05-02","Kit 19","NH4","AV","ug/L as N","14","0"
"ArcticGRO II","Lena","2015-05-02","Kit 19","NO3","AV","ug/L as N","191","0"
"ArcticGRO II","Lena","2015-05-02","Kit 19","PN","AV","ug/L","18","0"
"ArcticGRO II","Lena","2015-05-02","Kit 19","PN-15N","AV","per mil","4.8","0"
"ArcticGRO II","Lena","2015-05-02","Kit 19","POC","AV","mg/L","0.25","0"
"ArcticGRO II","Lena","2015-05-02","Kit 19","POC-13C","AV","per mil","-30.1","0"
"ArcticGRO II","Lena","2015-05-02","Kit 19","POC-14C","AV","per mil","-473.4","0"
"ArcticGRO II","Lena","2015-05-02","Kit 19","POC-fm","AV","NA","0.5308","0"
"ArcticGRO II","Lena","2015-05-02","Kit 19","Rb","AV","ug/L","0.84","0"
"ArcticGRO II","Lena","2015-05-02","Kit 19","SiO2","AV","mg/L","6.1","0"
"ArcticGRO II","Lena","2015-05-02","Kit 19","SO4","AV","mg/L as S","12.6","0"
"ArcticGRO II","Lena","2015-05-02","Kit 19","Sr","AV","ug/L","360","0"
"ArcticGRO II","Lena","2015-05-02","Kit 19","TDN","AV","mg/L","0.32","0"
"ArcticGRO II","Lena","2015-05-02","Kit 19","Temperature","AV","deg C","-0.1","0"
"ArcticGRO II","Lena","2015-05-02","Kit 19","TSS","AV","mg/L","2.1","0"
"ArcticGRO II","Lena","2015-05-02","Kit 19","U","AV","ug/L","0.7","0"
"ArcticGRO II","Lena","2015-05-02","Kit 19","UTHg","AV","ng/l","2.51","0"
"ArcticGRO II","Lena","2015-07-09","Kit 20","A254","AV","A","0.316","0"
"ArcticGRO II","Lena","2015-07-09","Kit 20","A375","AV","A","0.046","0"
"ArcticGRO II","Lena","2015-07-09","Kit 20","A412","AV","A","0.025","0"
"ArcticGRO II","Lena","2015-07-09","Kit 20","A420","AV","A","0.022","0"
"ArcticGRO II","Lena","2015-07-09","Kit 20","A440","AV","A","0.016","0"
"ArcticGRO II","Lena","2015-07-09","Kit 20","Alkalinity","AV","mg CaCO3/L","36.2","0"
"ArcticGRO II","Lena","2015-07-09","Kit 20","As","AV","ug/L","0.29","0"
"ArcticGRO II","Lena","2015-07-09","Kit 20","Ba","AV","ug/L","13","0"
"ArcticGRO II","Lena","2015-07-09","Kit 20","Ca","AV","mg/L","13.1","0"
"ArcticGRO II","Lena","2015-07-09","Kit 20","Cl","AV","mg/L","10.1","0"
"ArcticGRO II","Lena","2015-07-09","Kit 20","Conductivity","AV","uS/cm","112","0"
"ArcticGRO II","Lena","2015-07-09","Kit 20","Discharge","PV","m3/sec","48600","0"
"ArcticGRO II","Lena","2015-07-09","Kit 20","DOC","AV","mg/L","8.2","0"
"ArcticGRO II","Lena","2015-07-09","Kit 20","H2O-18O","AV","per mil","-21.8","0"
"ArcticGRO II","Lena","2015-07-09","Kit 20","H2O-2H","AV","per mil","-166","0"
"ArcticGRO II","Lena","2015-07-09","Kit 20","K","AV","mg/L","0.63","0"
"ArcticGRO II","Lena","2015-07-09","Kit 20","Li","AV","ug/L","1.84","0"
"ArcticGRO II","Lena","2015-07-09","Kit 20","Mg","AV","mg/L","3.39","0"
"ArcticGRO II","Lena","2015-07-09","Kit 20","Na","AV","mg/L","7.65","0"
"ArcticGRO II","Lena","2015-07-09","Kit 20","NH4","AV","ug/L as N","4","0"
"ArcticGRO II","Lena","2015-07-09","Kit 20","NO3","AV","ug/L as N","3","0"
"ArcticGRO II","Lena","2015-07-09","Kit 20","PN","AV","ug/L","114","0"
"ArcticGRO II","Lena","2015-07-09","Kit 20","PN-15N","AV","per mil","2.5","0"
"ArcticGRO II","Lena","2015-07-09","Kit 20","POC","AV","mg/L","0.9","0"
"ArcticGRO II","Lena","2015-07-09","Kit 20","POC-13C","AV","per mil","-30.3","0"
"ArcticGRO II","Lena","2015-07-09","Kit 20","POC-14C","AV","per mil","-286.1","0"
"ArcticGRO II","Lena","2015-07-09","Kit 20","POC-fm","AV","NA","0.7195","0"
"ArcticGRO II","Lena","2015-07-09","Kit 20","Rb","AV","ug/L","0.61","0"
"ArcticGRO II","Lena","2015-07-09","Kit 20","SiO2","AV","mg/L","4.3","0"
"ArcticGRO II","Lena","2015-07-09","Kit 20","SO4","AV","mg/L as S","2.9","0"
"ArcticGRO II","Lena","2015-07-09","Kit 20","Sr","AV","ug/L","87","0"
"ArcticGRO II","Lena","2015-07-09","Kit 20","TDN","AV","mg/L","0.22","0"
"ArcticGRO II","Lena","2015-07-09","Kit 20","Temperature","AV","deg C","19.6","0"
"ArcticGRO II","Lena","2015-07-09","Kit 20","TSS","AV","mg/L","24.8","0"
"ArcticGRO II","Lena","2015-07-09","Kit 20","U","AV","ug/L","0.27","0"
"ArcticGRO II","Lena","2015-07-09","Kit 20","UTHg","AV","ng/l","13.021","0"
"ArcticGRO II","Lena","2015-09-23","Kit 21","A254","AV","A","0.236","0"
"ArcticGRO II","Lena","2015-09-23","Kit 21","A375","AV","A","0.033","0"
"ArcticGRO II","Lena","2015-09-23","Kit 21","A412","AV","A","0.018","0"
"ArcticGRO II","Lena","2015-09-23","Kit 21","A420","AV","A","0.016","0"
"ArcticGRO II","Lena","2015-09-23","Kit 21","A440","AV","A","0.012","0"
"ArcticGRO II","Lena","2015-09-23","Kit 21","Alkalinity","AV","mg CaCO3/L","69","0"
"ArcticGRO II","Lena","2015-09-23","Kit 21","As","AV","ug/L","0.32","0"
"ArcticGRO II","Lena","2015-09-23","Kit 21","Ba","AV","ug/L","20","0"
"ArcticGRO II","Lena","2015-09-23","Kit 21","Ca","AV","mg/L","25.5","0"
"ArcticGRO II","Lena","2015-09-23","Kit 21","Cl","AV","mg/L","26.6","0"
"ArcticGRO II","Lena","2015-09-23","Kit 21","Conductivity","AV","uS/cm","272","0"
"ArcticGRO II","Lena","2015-09-23","Kit 21","Discharge","PV","m3/sec","15400","0"
"ArcticGRO II","Lena","2015-09-23","Kit 21","DOC","AV","mg/L","7","0"
"ArcticGRO II","Lena","2015-09-23","Kit 21","H2O-18O","AV","per mil","-18.9","0"
"ArcticGRO II","Lena","2015-09-23","Kit 21","H2O-2H","AV","per mil","-143","0"
"ArcticGRO II","Lena","2015-09-23","Kit 21","K","AV","mg/L","0.66","0"
"ArcticGRO II","Lena","2015-09-23","Kit 21","Li","AV","ug/L","1.98","0"
"ArcticGRO II","Lena","2015-09-23","Kit 21","Mg","AV","mg/L","6.59","0"
"ArcticGRO II","Lena","2015-09-23","Kit 21","Na","AV","mg/L","19.1","0"
"ArcticGRO II","Lena","2015-09-23","Kit 21","NH4","AV","ug/L as N","4","0"
"ArcticGRO II","Lena","2015-09-23","Kit 21","NO3","AV","ug/L as N","2","0"
"ArcticGRO II","Lena","2015-09-23","Kit 21","PN","AV","ug/L","119","0"
"ArcticGRO II","Lena","2015-09-23","Kit 21","PN-15N","AV","per mil","3.9","0"
"ArcticGRO II","Lena","2015-09-23","Kit 21","POC","AV","mg/L","0.83","0"
"ArcticGRO II","Lena","2015-09-23","Kit 21","POC-13C","AV","per mil","-31.6","0"
"ArcticGRO II","Lena","2015-09-23","Kit 21","POC-14C","AV","per mil","-246.8","0"
"ArcticGRO II","Lena","2015-09-23","Kit 21","POC-fm","AV","NA","0.7592","0"
"ArcticGRO II","Lena","2015-09-23","Kit 21","Rb","AV","ug/L","0.57","0"
"ArcticGRO II","Lena","2015-09-23","Kit 21","SiO2","AV","mg/L","5.4","0"
"ArcticGRO II","Lena","2015-09-23","Kit 21","SO4","AV","mg/L as S","5.3","0"
"ArcticGRO II","Lena","2015-09-23","Kit 21","Sr","AV","ug/L","183","0"
"ArcticGRO II","Lena","2015-09-23","Kit 21","TDN","AV","mg/L","0.19","0"
"ArcticGRO II","Lena","2015-09-23","Kit 21","Temperature","AV","deg C","5","0"
"ArcticGRO II","Lena","2015-09-23","Kit 21","TSS","AV","mg/L","16.9","0"
"ArcticGRO II","Lena","2015-09-23","Kit 21","U","AV","ug/L","0.55","0"
"ArcticGRO II","Lena","2015-09-23","Kit 21","UTHg","AV","ng/l","8.247","0"
"ArcticGRO II","Lena","2015-11-27","Kit 22","A254","AV","A","0.101","0"
"ArcticGRO II","Lena","2015-11-27","Kit 22","A375","AV","A","0.017","0"
"ArcticGRO II","Lena","2015-11-27","Kit 22","A412","AV","A","0.011","0"
"ArcticGRO II","Lena","2015-11-27","Kit 22","A420","AV","A","0.01","0"
"ArcticGRO II","Lena","2015-11-27","Kit 22","A440","AV","A","0.009","0"
"ArcticGRO II","Lena","2015-11-27","Kit 22","Alkalinity","AV","mg CaCO3/L","75","0"
"ArcticGRO II","Lena","2015-11-27","Kit 22","As","AV","ug/L","0.22","0"
"ArcticGRO II","Lena","2015-11-27","Kit 22","Ba","AV","ug/L","29","0"
"ArcticGRO II","Lena","2015-11-27","Kit 22","Ca","AV","mg/L","27.1","0"
"ArcticGRO II","Lena","2015-11-27","Kit 22","Cl","AV","mg/L","31.6","0"
"ArcticGRO II","Lena","2015-11-27","Kit 22","Discharge","PV","m3/sec","3312","0"
"ArcticGRO II","Lena","2015-11-27","Kit 22","DOC","AV","mg/L","3.2","0"
"ArcticGRO II","Lena","2015-11-27","Kit 22","H2O-18O","AV","per mil","-20.5","0"
"ArcticGRO II","Lena","2015-11-27","Kit 22","H2O-2H","AV","per mil","-149","0"
"ArcticGRO II","Lena","2015-11-27","Kit 22","K","AV","mg/L","0.72","0"
"ArcticGRO II","Lena","2015-11-27","Kit 22","Li","AV","ug/L","2.62","0"
"ArcticGRO II","Lena","2015-11-27","Kit 22","Mg","AV","mg/L","7.92","0"
"ArcticGRO II","Lena","2015-11-27","Kit 22","Na","AV","mg/L","21.5","0"
"ArcticGRO II","Lena","2015-11-27","Kit 22","NH4","AV","ug/L as N","10","0"
"ArcticGRO II","Lena","2015-11-27","Kit 22","NO3","AV","ug/L as N","81","0"
"ArcticGRO II","Lena","2015-11-27","Kit 22","PN","AV","ug/L","12","0"
"ArcticGRO II","Lena","2015-11-27","Kit 22","PN-15N","AV","per mil","-0.1","0"
"ArcticGRO II","Lena","2015-11-27","Kit 22","POC","AV","mg/L","0.11","0"
"ArcticGRO II","Lena","2015-11-27","Kit 22","POC-13C","AV","per mil","-29.2","0"
"ArcticGRO II","Lena","2015-11-27","Kit 22","POC-14C","AV","per mil","-574.2","0"
"ArcticGRO II","Lena","2015-11-27","Kit 22","POC-fm","AV","NA","0.4291","0"
"ArcticGRO II","Lena","2015-11-27","Kit 22","Rb","AV","ug/L","0.57","0"
"ArcticGRO II","Lena","2015-11-27","Kit 22","SiO2","AV","mg/L","5.8","0"
"ArcticGRO II","Lena","2015-11-27","Kit 22","SO4","AV","mg/L as S","8.6","0"
"ArcticGRO II","Lena","2015-11-27","Kit 22","Sr","AV","ug/L","249","0"
"ArcticGRO II","Lena","2015-11-27","Kit 22","TDN","AV","mg/L","0.27","0"
"ArcticGRO II","Lena","2015-11-27","Kit 22","TSS","AV","mg/L","1.6","0"
"ArcticGRO II","Lena","2015-11-27","Kit 22","U","AV","ug/L","0.48","0"
"ArcticGRO II","Lena","2015-11-27","Kit 22","UTHg","AV","ng/l","7.18","0"
"ArcticGRO II","Lena","2016-02-29","Kit 23","A254","AV","A","0.216","0"
"ArcticGRO II","Lena","2016-02-29","Kit 23","A375","AV","A","0.037","0"
"ArcticGRO II","Lena","2016-02-29","Kit 23","A412","AV","A","0.022","0"
"ArcticGRO II","Lena","2016-02-29","Kit 23","A420","AV","A","0.02","0"
"ArcticGRO II","Lena","2016-02-29","Kit 23","A440","AV","A","0.015","0"
"ArcticGRO II","Lena","2016-02-29","Kit 23","Alkalinity","AV","mg CaCO3/L","86.1","0"
"ArcticGRO II","Lena","2016-02-29","Kit 23","As","AV","ug/L","0.23","0"
"ArcticGRO II","Lena","2016-02-29","Kit 23","Ba","AV","ug/L","32","0"
"ArcticGRO II","Lena","2016-02-29","Kit 23","Ca","AV","mg/L","32.8","0"
"ArcticGRO II","Lena","2016-02-29","Kit 23","Cl","AV","mg/L","67.5","0"
"ArcticGRO II","Lena","2016-02-29","Kit 23","Discharge","PV","m3/sec","2690","0"
"ArcticGRO II","Lena","2016-02-29","Kit 23","DOC","AV","mg/L","5.9","0"
"ArcticGRO II","Lena","2016-02-29","Kit 23","H2O-18O","AV","per mil","-22.4","0"
"ArcticGRO II","Lena","2016-02-29","Kit 23","H2O-2H","AV","per mil","-172","0"
"ArcticGRO II","Lena","2016-02-29","Kit 23","K","AV","mg/L","0.88","0"
"ArcticGRO II","Lena","2016-02-29","Kit 23","Li","AV","ug/L","3.5","0"
"ArcticGRO II","Lena","2016-02-29","Kit 23","Mg","AV","mg/L","10.4","0"
"ArcticGRO II","Lena","2016-02-29","Kit 23","Na","AV","mg/L","44.4","0"
"ArcticGRO II","Lena","2016-02-29","Kit 23","NH4","AV","ug/L as N","24","0"
"ArcticGRO II","Lena","2016-02-29","Kit 23","NO3","AV","ug/L as N","173","0"
"ArcticGRO II","Lena","2016-02-29","Kit 23","PN","AV","ug/L","19","0"
"ArcticGRO II","Lena","2016-02-29","Kit 23","PN-15N","AV","per mil","3.7","0"
"ArcticGRO II","Lena","2016-02-29","Kit 23","POC","AV","mg/L","0.21","0"
"ArcticGRO II","Lena","2016-02-29","Kit 23","POC-13C","AV","per mil","-30.2","0"
"ArcticGRO II","Lena","2016-02-29","Kit 23","POC-14C","AV","per mil","-473.2","0"
"ArcticGRO II","Lena","2016-02-29","Kit 23","POC-fm","AV","NA","0.531","0"
"ArcticGRO II","Lena","2016-02-29","Kit 23","Rb","AV","ug/L","0.82","0"
"ArcticGRO II","Lena","2016-02-29","Kit 23","SiO2","AV","mg/L","6.7","0"
"ArcticGRO II","Lena","2016-02-29","Kit 23","SO4","AV","mg/L as S","11.4","0"
"ArcticGRO II","Lena","2016-02-29","Kit 23","Sr","AV","ug/L","324","0"
"ArcticGRO II","Lena","2016-02-29","Kit 23","TDN","AV","mg/L","0.3","0"
"ArcticGRO II","Lena","2016-02-29","Kit 23","TSS","AV","mg/L","1.7","0"
"ArcticGRO II","Lena","2016-02-29","Kit 23","U","AV","ug/L","0.55","0"
"ArcticGRO II","Lena","2016-02-29","Kit 23","UTHg","AV","ng/l","10.35","0"
"ArcticGRO II","Lena","2016-04-01","Kit 24","A254","AV","A","0.209","0"
"ArcticGRO II","Lena","2016-04-01","Kit 24","A375","AV","A","0.034","0"
"ArcticGRO II","Lena","2016-04-01","Kit 24","A412","AV","A","0.019","0"
"ArcticGRO II","Lena","2016-04-01","Kit 24","A420","AV","A","0.017","0"
"ArcticGRO II","Lena","2016-04-01","Kit 24","A440","AV","A","0.013","0"
"ArcticGRO II","Lena","2016-04-01","Kit 24","Alkalinity","AV","mg CaCO3/L","88.9","0"
"ArcticGRO II","Lena","2016-04-01","Kit 24","As","AV","ug/L","0.21","0"
"ArcticGRO II","Lena","2016-04-01","Kit 24","Ba","AV","ug/L","37","0"
"ArcticGRO II","Lena","2016-04-01","Kit 24","Ca","AV","mg/L","34.6","0"
"ArcticGRO II","Lena","2016-04-01","Kit 24","Cl","AV","mg/L","76.2","0"
"ArcticGRO II","Lena","2016-04-01","Kit 24","Discharge","PV","m3/sec","2000","0"
"ArcticGRO II","Lena","2016-04-01","Kit 24","DOC","AV","mg/L","5.4","0"
"ArcticGRO II","Lena","2016-04-01","Kit 24","H2O-18O","AV","per mil","-22.4","0"
"ArcticGRO II","Lena","2016-04-01","Kit 24","H2O-2H","AV","per mil","-167","0"
"ArcticGRO II","Lena","2016-04-01","Kit 24","K","AV","mg/L","0.91","0"
"ArcticGRO II","Lena","2016-04-01","Kit 24","Li","AV","ug/L","3.79","0"
"ArcticGRO II","Lena","2016-04-01","Kit 24","Mg","AV","mg/L","11","0"
"ArcticGRO II","Lena","2016-04-01","Kit 24","Na","AV","mg/L","49.6","0"
"ArcticGRO II","Lena","2016-04-01","Kit 24","NH4","AV","ug/L as N","24","0"
"ArcticGRO II","Lena","2016-04-01","Kit 24","NO3","AV","ug/L as N","182","0"
"ArcticGRO II","Lena","2016-04-01","Kit 24","PN","AV","ug/L","14","0"
"ArcticGRO II","Lena","2016-04-01","Kit 24","PN-15N","AV","per mil","3.1","0"
"ArcticGRO II","Lena","2016-04-01","Kit 24","POC","AV","mg/L","0.15","0"
"ArcticGRO II","Lena","2016-04-01","Kit 24","POC-13C","AV","per mil","-31.7","0"
"ArcticGRO II","Lena","2016-04-01","Kit 24","POC-14C","AV","per mil","-436.5","0"
"ArcticGRO II","Lena","2016-04-01","Kit 24","POC-fm","AV","NA","0.5681","0"
"ArcticGRO II","Lena","2016-04-01","Kit 24","Rb","AV","ug/L","0.82","0"
"ArcticGRO II","Lena","2016-04-01","Kit 24","SiO2","AV","mg/L","6.8","0"
"ArcticGRO II","Lena","2016-04-01","Kit 24","SO4","AV","mg/L as S","12.3","0"
"ArcticGRO II","Lena","2016-04-01","Kit 24","Sr","AV","ug/L","344","0"
"ArcticGRO II","Lena","2016-04-01","Kit 24","TDN","AV","mg/L","0.33","0"
"ArcticGRO II","Lena","2016-04-01","Kit 24","Temperature","AV","deg C","0.1","0"
"ArcticGRO II","Lena","2016-04-01","Kit 24","TSS","AV","mg/L","2.1","0"
"ArcticGRO II","Lena","2016-04-01","Kit 24","U","AV","ug/L","0.59","0"
"ArcticGRO II","Lena","2016-04-01","Kit 24","UTHg","AV","ng/l","6.87","0"
"ArcticGRO II","Lena","2016-06-29","Kit 25","A254","AV","A","0.284","0"
"ArcticGRO II","Lena","2016-06-29","Kit 25","A375","AV","A","0.041","0"
"ArcticGRO II","Lena","2016-06-29","Kit 25","A412","AV","A","0.022","0"
"ArcticGRO II","Lena","2016-06-29","Kit 25","A420","AV","A","0.019","0"
"ArcticGRO II","Lena","2016-06-29","Kit 25","A440","AV","A","0.014","0"
"ArcticGRO II","Lena","2016-06-29","Kit 25","Alkalinity","AV","mg CaCO3/L","40.3","0"
"ArcticGRO II","Lena","2016-06-29","Kit 25","As","AV","ug/L","0.31","0"
"ArcticGRO II","Lena","2016-06-29","Kit 25","Ba","AV","ug/L","15","0"
"ArcticGRO II","Lena","2016-06-29","Kit 25","Ca","AV","mg/L","14.6","0"
"ArcticGRO II","Lena","2016-06-29","Kit 25","Cl","AV","mg/L","17.5","0"
"ArcticGRO II","Lena","2016-06-29","Kit 25","Conductivity","AV","uS/cm","270","0"
"ArcticGRO II","Lena","2016-06-29","Kit 25","Discharge","PV","m3/sec","61500","0"
"ArcticGRO II","Lena","2016-06-29","Kit 25","DOC","AV","mg/L","7.6","0"
"ArcticGRO II","Lena","2016-06-29","Kit 25","H2O-18O","AV","per mil","-21.2","0"
"ArcticGRO II","Lena","2016-06-29","Kit 25","H2O-2H","AV","per mil","-167","0"
"ArcticGRO II","Lena","2016-06-29","Kit 25","K","AV","mg/L","0.64","0"
"ArcticGRO II","Lena","2016-06-29","Kit 25","Li","AV","ug/L","1.88","0"
"ArcticGRO II","Lena","2016-06-29","Kit 25","Mg","AV","mg/L","3.84","0"
"ArcticGRO II","Lena","2016-06-29","Kit 25","Na","AV","mg/L","12","0"
"ArcticGRO II","Lena","2016-06-29","Kit 25","NH4","AV","ug/L as N","8","0"
"ArcticGRO II","Lena","2016-06-29","Kit 25","NO3","AV","ug/L as N","0","0"
"ArcticGRO II","Lena","2016-06-29","Kit 25","PN","AV","ug/L","68","0"
"ArcticGRO II","Lena","2016-06-29","Kit 25","PN-15N","AV","per mil","2.1","0"
"ArcticGRO II","Lena","2016-06-29","Kit 25","POC","AV","mg/L","0.61","0"
"ArcticGRO II","Lena","2016-06-29","Kit 25","POC-13C","AV","per mil","-31","0"
"ArcticGRO II","Lena","2016-06-29","Kit 25","POC-14C","AV","per mil","-302","0"
"ArcticGRO II","Lena","2016-06-29","Kit 25","POC-fm","AV","NA","0.7036","0"
"ArcticGRO II","Lena","2016-06-29","Kit 25","Rb","AV","ug/L","0.62","0"
"ArcticGRO II","Lena","2016-06-29","Kit 25","SiO2","AV","mg/L","4.1","0"
"ArcticGRO II","Lena","2016-06-29","Kit 25","SO4","AV","mg/L as S","3.9","0"
"ArcticGRO II","Lena","2016-06-29","Kit 25","Sr","AV","ug/L","112","0"
"ArcticGRO II","Lena","2016-06-29","Kit 25","TDN","AV","mg/L","0.19","0"
"ArcticGRO II","Lena","2016-06-29","Kit 25","Temperature","AV","deg C","18.2","0"
"ArcticGRO II","Lena","2016-06-29","Kit 25","TSS","AV","mg/L","16.6","0"
"ArcticGRO II","Lena","2016-06-29","Kit 25","U","AV","ug/L","0.21","0"
"ArcticGRO II","Lena","2016-06-29","Kit 25","UTHg","AV","ng/l","3.33","0"
"ArcticGRO II","Lena","2016-08-02","Kit 26","A254","AV","A","0.268","0"
"ArcticGRO II","Lena","2016-08-02","Kit 26","A375","AV","A","0.04","0"
"ArcticGRO II","Lena","2016-08-02","Kit 26","A412","AV","A","0.021","0"
"ArcticGRO II","Lena","2016-08-02","Kit 26","A420","AV","A","0.019","0"
"ArcticGRO II","Lena","2016-08-02","Kit 26","A440","AV","A","0.013","0"
"ArcticGRO II","Lena","2016-08-02","Kit 26","Alkalinity","AV","mg CaCO3/L","40.2","0"
"ArcticGRO II","Lena","2016-08-02","Kit 26","As","AV","ug/L","0.32","0"
"ArcticGRO II","Lena","2016-08-02","Kit 26","Ba","AV","ug/L","15","0"
"ArcticGRO II","Lena","2016-08-02","Kit 26","Ca","AV","mg/L","14.6","0"
"ArcticGRO II","Lena","2016-08-02","Kit 26","Cl","AV","mg/L","18.9","0"
"ArcticGRO II","Lena","2016-08-02","Kit 26","Discharge","PV","m3/sec","42100","0"
"ArcticGRO II","Lena","2016-08-02","Kit 26","DOC","AV","mg/L","7.1","0"
"ArcticGRO II","Lena","2016-08-02","Kit 26","H2O-18O","AV","per mil","-21.1","0"
"ArcticGRO II","Lena","2016-08-02","Kit 26","H2O-2H","AV","per mil","-160","0"
"ArcticGRO II","Lena","2016-08-02","Kit 26","K","AV","mg/L","0.62","0"
"ArcticGRO II","Lena","2016-08-02","Kit 26","Li","AV","ug/L","1.86","0"
"ArcticGRO II","Lena","2016-08-02","Kit 26","Mg","AV","mg/L","3.95","0"
"ArcticGRO II","Lena","2016-08-02","Kit 26","Na","AV","mg/L","13","0"
"ArcticGRO II","Lena","2016-08-02","Kit 26","NH4","AV","ug/L as N","10","0"
"ArcticGRO II","Lena","2016-08-02","Kit 26","NO3","AV","ug/L as N","0","0"
"ArcticGRO II","Lena","2016-08-02","Kit 26","PN","AV","ug/L","99","0"
"ArcticGRO II","Lena","2016-08-02","Kit 26","PN-15N","AV","per mil","2.4","0"
"ArcticGRO II","Lena","2016-08-02","Kit 26","POC","AV","mg/L","0.71","0"
"ArcticGRO II","Lena","2016-08-02","Kit 26","POC-13C","AV","per mil","-30.2","0"
"ArcticGRO II","Lena","2016-08-02","Kit 26","POC-14C","AV","per mil","-301","0"
"ArcticGRO II","Lena","2016-08-02","Kit 26","POC-fm","AV","NA","0.7046","0"
"ArcticGRO II","Lena","2016-08-02","Kit 26","Rb","AV","ug/L","0.62","0"
"ArcticGRO II","Lena","2016-08-02","Kit 26","SiO2","AV","mg/L","4.1","0"
"ArcticGRO II","Lena","2016-08-02","Kit 26","SO4","AV","mg/L as S","4.2","0"
"ArcticGRO II","Lena","2016-08-02","Kit 26","Sr","AV","ug/L","116","0"
"ArcticGRO II","Lena","2016-08-02","Kit 26","TDN","AV","mg/L","0.23","0"
"ArcticGRO II","Lena","2016-08-02","Kit 26","Temperature","AV","deg C","15.5","0"
"ArcticGRO II","Lena","2016-08-02","Kit 26","TSS","AV","mg/L","26","0"
"ArcticGRO II","Lena","2016-08-02","Kit 26","U","AV","ug/L","0.22","0"
"ArcticGRO II","Lena","2016-08-02","Kit 26","UTHg","AV","ng/l","21.12","0"
"ArcticGRO II","Lena","2016-10-27","Kit 27","A254","AV","A","0.257","0"
"ArcticGRO II","Lena","2016-10-27","Kit 27","A375","AV","A","0.042","0"
"ArcticGRO II","Lena","2016-10-27","Kit 27","A412","AV","A","0.024","0"
"ArcticGRO II","Lena","2016-10-27","Kit 27","A420","AV","A","0.022","0"
"ArcticGRO II","Lena","2016-10-27","Kit 27","A440","AV","A","0.017","0"
"ArcticGRO II","Lena","2016-10-27","Kit 27","Alkalinity","AV","mg CaCO3/L","58.3","0"
"ArcticGRO II","Lena","2016-10-27","Kit 27","As","AV","ug/L","0.25","0"
"ArcticGRO II","Lena","2016-10-27","Kit 27","Ba","AV","ug/L","21","0"
"ArcticGRO II","Lena","2016-10-27","Kit 27","Ca","AV","mg/L","20.3","0"
"ArcticGRO II","Lena","2016-10-27","Kit 27","Cl","AV","mg/L","24.8","0"
"ArcticGRO II","Lena","2016-10-27","Kit 27","Discharge","PV","m3/sec","5430","0"
"ArcticGRO II","Lena","2016-10-27","Kit 27","DOC","AV","mg/L","6.6","0"
"ArcticGRO II","Lena","2016-10-27","Kit 27","H2O-18O","AV","per mil","-19.6","0"
"ArcticGRO II","Lena","2016-10-27","Kit 27","H2O-2H","AV","per mil","-148","0"
"ArcticGRO II","Lena","2016-10-27","Kit 27","K","AV","mg/L","0.64","0"
"ArcticGRO II","Lena","2016-10-27","Kit 27","Li","AV","ug/L","1.38","0"
"ArcticGRO II","Lena","2016-10-27","Kit 27","Mg","AV","mg/L","6.12","0"
"ArcticGRO II","Lena","2016-10-27","Kit 27","Na","AV","mg/L","16.8","0"
"ArcticGRO II","Lena","2016-10-27","Kit 27","NH4","AV","ug/L as N","10","0"
"ArcticGRO II","Lena","2016-10-27","Kit 27","NO3","AV","ug/L as N","52","0"
"ArcticGRO II","Lena","2016-10-27","Kit 27","PN","AV","ug/L","24","0"
"ArcticGRO II","Lena","2016-10-27","Kit 27","PN-15N","AV","per mil","0.7","0"
"ArcticGRO II","Lena","2016-10-27","Kit 27","POC","AV","mg/L","0.17","0"
"ArcticGRO II","Lena","2016-10-27","Kit 27","POC-13C","AV","per mil","-30.4","0"
"ArcticGRO II","Lena","2016-10-27","Kit 27","POC-14C","AV","per mil","-380.7","0"
"ArcticGRO II","Lena","2016-10-27","Kit 27","POC-fm","AV","NA","0.6243","0"
"ArcticGRO II","Lena","2016-10-27","Kit 27","Rb","AV","ug/L","0.6","0"
"ArcticGRO II","Lena","2016-10-27","Kit 27","SiO2","AV","mg/L","6.1","0"
"ArcticGRO II","Lena","2016-10-27","Kit 27","SO4","AV","mg/L as S","5.9","0"
"ArcticGRO II","Lena","2016-10-27","Kit 27","Sr","AV","ug/L","172","0"
"ArcticGRO II","Lena","2016-10-27","Kit 27","TDN","AV","mg/L","0.23","0"
"ArcticGRO II","Lena","2016-10-27","Kit 27","TSS","AV","mg/L","0.6","0"
"ArcticGRO II","Lena","2016-10-27","Kit 27","U","AV","ug/L","0.49","0"
"ArcticGRO II","Lena","2016-10-27","Kit 27","UTHg","AV","ng/l","5.09","0"
"ArcticGRO II","Lena","2016-12-06","Kit 28","A254","AV","A","0.168","0"
